Comment,giaodien,manhinh,amthanh,tinhnang,dichvu,giaca,tongthe
chưa biết tốt hay không nếu tốt sẽ giới thiệu cho nhiều người,,,,,,,
sản phẩm đẹp,,,,,,,
màn hình sắc nét,,,,,,,
âm thanh to ok,,,,,,,
sản phẩm tốt,,,,,,,
Chưa sử dụng nhiều nên chưa biết nhưng đến hiện tại có thể cho 5 sao,,,,,,,
hình ảnh nét,,,,,,,
âm thanh rõ,,,,,,,
Tivi dùng tốt,,,,,,,
chất lượng màu sắc và hình ảnh mức bình thường,,,,,,,
chân hơi vướng,,,,,,,
màn hình sắc nét ok,,,,,,,
phục vụ tốt,,,,,,,
"Tivi dùng tốt,thích sp này màu sắc đẹp",,,,,,,
hưng hình ảnh chưa rõ nét bằng dòng oled,,,,,,,
sản phẩm tốt,,,,,,,
Tv sài ổn. Nhưng cho mình hỏi làm sao để sử dụng gói vieon vip ạ Gọi nv không ai nghe máy,,,,,,,
Tivi dòng Sony thì k có gì để nói nữa,,,,,,,
good,,,,,,,
Tốt,,,,,,,
"Không biết lâu dài thì sao,hiện tại sài rất ok.",,,,,,,
Âm thanh tốt,,,,,,,
Rất tốt,,,,,,,
Tốt,,,,,,,
Nhân viên hỗ trợ nhiệt tình,,,,,,,
Từ hôm sử dụng đến nay xem tốt .,,,,,,,
Sản phẩm rất tốt,,,,,,,
Chất lượng hình ảnh tốt,,,,,,,
Rất tốt,,,,,,,
Ok,,,,,,,
Tốt,,,,,,,
Sản phẩm tốt,,,,,,,
Tốt,,,,,,,
Ok,,,,,,,
Màn hình sắt nét âm thanh rõ,,,,,,,
Ti vi dùng rất thích,,,,,,,
Tivi dùng tốt,,,,,,,
Oke,,,,,,,
Tốt,,,,,,,
"Tạm thời thì chưa có điểm nào để trê,hình ảnh gõ nét màu sắc đẹp âm thanh theo chế độ lựa chọn phim nhạc...rất ok",,,,,,,
bắt sóng wifi nhanh ..tốt,,,,,,,
Tivi ổn. Coz tìm kiếm giọng nói hơi chậm hơn so với những thương hiệu tivi khác,,,,,,,
Màng hình,,,,,,,
Đẹp nhưng chức năng điều khiển hơi khó,,,,,,,
sản phẩm tốt,,,,,,,
màn hình sắc nét,,,,,,,
đẹp,,,,,,,
sp sử dụng tốt.,,,,,,,
tốt,,,,,,,
sp sử dụng tốt,,,,,,,
ok,,,,,,,
Dùng tốt,,,,,,,
sản phẩm tốt,,,,,,,
màn hình sắc nét,,,,,,,
đẹp,,,,,,,
Tivi dùng tốt,,,,,,,
màu sắc đẹp,,,,,,,
hình ảnh khá đẹp,,,,,,,
Được,,,,,,,
chất lượng,,,,,,,
sp sử dụng tốt.,,,,,,,
sản phẩm tốt,,,,,,,
màn hình sắc nét,,,,,,,
đẹp,,,,,,,
Tivi dùng rất tốt,,,,,,,
màu sắc đẹp,,,,,,,
hình ảnh rõ nét,,,,,,,
Tivi dùng tốt,,,,,,,
hình ảnh rõ nét và màu sắc đẹp,,,,,,,
sản phẩm tốt,,,,,,,
màn hình sắc nét,,,,,,,
đẹp,,,,,,,
sản phẩm tốt,,,,,,,
màn hình sắc nét,,,,,,,
đẹp,,,,,,,
hình ảnh đẹp sắc nét,,,,,,,
Rất tốt,,,,,,,
Good,,,,,,,
Nhìn chéo màn hình bị lóa,,,,,,,
khó coi,,,,,,,
Ok,,,,,,,
Ok,,,,,,,
Chưa được 2 tháng sọc màn hình thôi lần sau pp,,,,,,,
Ok,,,,,,,
Rất hài lòng,,,,,,,
Mới dùng,,,,,,,
Ngoài YouTube ra thì vào ứng dụng nào cũng đơ,,,,,,,
lag,,,,,,,
không chạy,,,,,,,
mong hỗ trợ tôi ạ,,,,,,,
tivi bị lỗi ạ,,,,,,,
tivi kết nối với internet nhưng không vào được. mong hỗ trợ ngay,,,,,,,
Nói chung là tốt,,,,,,,
Sản phẩm sử dụng rất tôt,,,,,,,
Được lắm,,,,,,,
rất ưng ý,,,,,,,
Màu hình ảnh rất OK,,,,,,,
👌,,,,,,,
Tốt.,,,,,,,
Chất lượng sản phẩm tốt,,,,,,,
Chính sách bảo hành LG quá tốt.Gọi là có.Nhân viên nhiệt tình.,,,,,,,
Ok so với giá,,,,,,,
Ti vi coi màu sắc đẹp,,,,,,,
rõ nét,,,,,,,
âm thanh tốt,,,,,,,
ói chung là tuyệt.,,,,,,,
Rất tốt,,,,,,,
Rất tốt nha shop,,,,,,,
Đặt hàng online không trực tiếp ra của hàng xem hình ảnh thực tế,,,,,,,
khi sử dụng nhìn trực diện thì OK nhưng nhìn 1 góc khoảng 45 độ thì chẳng thấy gì khó chịu thật sự khi nhìn xéo còn có những sọc dọc màn hình,,,,,,,
mà không hiểu sao vẫn giao hàng cho mình,,,,,,,
TV bình thường hãng còn công bố goc nhìn rộng 178 độ còn loại này xem ở mỗi chỗ mỗi màu sắc khác nhau,,,,,,,
giờ muốn đổi sản phẩm khác. Mong được hỗ trợ,,,,,,,
Nhìn gần thì 2 bên trái và phải của tv bị lóaTốt nhất là không nên mua tv này,,,,,,,
Tốt,,,,,,,
Rất oke,,,,,,,
Rất tốt,,,,,,,
Rất tốt nhé,,,,,,,
Tivi sử dụng tốt,,,,,,,
hình ảnh trước sng động,,,,,,,
hân viên giao hàng chu đáo,,,,,,,
"thân thiện,Hỗ trợ nhiệt tình",,,,,,,
Tốt,,,,,,,
sản phẩm hiện tại ổ,,,,,,,
Ok,,,,,,,
"Hiện tại thì xem rất tốt,màu,chất lượng âm thành OK.",,,,,,,
Sản phẩm tốt,,,,,,,
Tốt,,,,,,,
Sản phẩm này tốt,,,,,,,
Ti vi Lệ mua sử dụng tốt,,,,,,,
giá cả hợp lý phù hợp tài chính của gia đình. Xin cảm ơn LG và mong các sản phẩm của LG luôn có mặt tại gia đình Việt cũng như trên toàn thế giới. Trân trọng kính chào.,2,2,2,2,2,1,1
Sp tốt,2,2,2,2,2,2,1
điều khiển dễ sử dụng,2,2,2,1,2,2,2
Hiện tại ok,,,,,,,
Tivi rõ nét coi thấy ok..,,,,,,,
sp sử dụng tốt,,,,,,,
màn hình đẹp.,,,,,,,
Ok,,,,,,,
Chất lượng tốt,,,,,,,
dùng ok,,,,,,,
Tivi dùng tốt,,,,,,,
âm thanh hay,,,,,,,
hình ảnh sắc nét,,,,,,,
sp sử dụng tốt.,,,,,,,
Tivi dùng tốt,,,,,,,
hình ảnh sắc nét,,,,,,,
Sản phẩm tốt,,,,,,,
êm,,,,,,,
Ok,,,,,,,
xài ổ,,,,,,,
Tivi màu sắc đẹp,,,,,,,
hưng hình ảnh chưa rõ nét lắm,,,,,,,
Tốt,,,,,,,
Sản phẩm tốt,,,,,,,
chất lượng,,,,,,,
Dùng cũng được,,,,,,,
chưa thấy vấn đề gì,,,,,,,
sp sử dụng tốt.,,,,,,,
Tivi dùng tốt,,,,,,,
hình ảnh đẹp,2,1,2,2,2,2,2
âm thanh sống động,2,2,1,2,2,2,2
Tivi dùng ổ,2,2,2,2,2,2,1
hình ảnh bị bóng,,,,,,,
"Tivi dùng tốt,hình ảnh rõ nét",,,,,,,
âm thanh hay,,,,,,,
Tivi có hình ảnh trung thực,,,,,,,
màu ko lòe loẹt,2,1,2,2,2,2,2
âm thanh hay,2,2,1,2,2,2,2
ko thua kém Tivi OLEX dòng C nhiều nhưng giá rẻ hơn nhiều .,2,2,2,2,2,1,1
Tivi âm thanh nghe hay,,,,,,,
hình ảnh sắc nét,,,,,,,
tất cả đều tốt,,,,,,,
sản phẩm đẹp,,,,,,,
màn hình sắc nét,,,,,,,
màu sắc đẹp,,,,,,,
Tivi khá đẹp,,,,,,,
tốt,,,,,,,
hình ảnh rõ nét,,,,,,,
Sản phẩm tốt,,,,,,,
chất lượng,,,,,,,
Tốt,,,,,,,
tốt,,,,,,,
Tivi dùng tốt,,,,,,,
màu sắc đẹp,,,,,,,
hình ảnh rõ nét,,,,,,,
bề,,,,,,,
Rất hài lòng về tất cả chỉ có hơi không quen ở con chuột,,,,,,,
goài ra thì âm thanh,,,,,,,
hình ảnh đều rất ok,,,,,,,
sản phẩm sử dụng tốt,,,,,,,
Sản phẩm ổn nhưng có cảm giác máy này đời hơi cũ với ở kho lâu,,,,,,,
có cảm giác 1 đường sọc nhỏ,,,,,,,
Tivi dùng tốt,,,,,,,
màu sắc đẹp,,,,,,,
hình ảnh rõ nét,,,,,,,
Mới dùng thấy đang xài tốt,,,,,,,
sản phẩm ok,,,,,,,
Sản phẩm chất lượng,,,,,,,
hân viên nhiệt tình,,,,,,,
sử dụng ok,,,,,,,
Tivi dùng tốt,,,,,,,
hình ảnh rõ nét,,,,,,,
sản phẩm bình thường,,,,,,,
dùng ok,,,,,,,
Cũng ổ,,,,,,,
Âm thanh hay,,,,,,,
hình ảnh đẹp,,,,,,,
sắc nét,,,,,,,
tốt,,,,,,,
Hình ảnh đẹp chất lượng tốt,,,,,,,
Rất ok . Ngon bổ rẻ,,,,,,,
Ok,,,,,,,
Ok,,,,,,,
Rất ok,,,,,,,
Âm thanh chất lượng hình ảnh đều rất ok,,,,,,,
Giao hàng không đúng như cam kết về thời gian.,,,,,,,
Tivi dùng ổn định,,,,,,,
Sony Sẩn phẩm rất tốt,,,,,,,
Rất hai lòng,,,,,,,
Ok,,,,,,,
Ok,,,,,,,
Sản phẩm ok tin sony trước giờ,,,,,,,
Sài cũng ok,,,,,,,
Sản phẩm đẹp giá phải chăng giao hàng nhanh nhiệt tình,,,,,,,
Hình ảnh đẹp,,,,,,,
tốt,,,,,,,
Tôi thấy sản phẩm tốt,,,,,,,
giá cả hợp lý,,,,,,,
Sài rất tốt,,,,,,,
Rất ok,,,,,,,
Hàng chất lượng giá cả phải chăng nhân viên Tư vấn và bán hàng,,,,,,,
Dung Tốt lắm am thanh chất lượng,,,,,,,
Xem tạm ổ,,,,,,,
4k nhưng hình ảnh không được sắc nét. Hệ điều hành của TV có độ trễ cao.,,,,,,,
Tivi đẹp. Ok,,,,,,,
Tot tot,,,,,,,
hât ok,,,,,,,
Tốt,,,,,,,
Hài lòng trong tầm giá. Màn hình độ phân giải 4k,,,,,,,
tuy nhiên so với 4k của sony với sam sung thì k bằng.,,,,,,,
Hàng dùng được hơn tuần hàng tốt,,,,,,,
Hiện tại sử dụng thấy ổ,,,,,,,
Rất ok,,,,,,,
Mua 2 tuần có xuất hiện vết gì ở bên trong màn hình,,,,,,,
mong dmx giải quyết,,,,,,,
Rất oki,,,,,,,
Rất tốt,,,,,,,
Cũng ô,,,,,,,
Giá bán tại điện máy xanh là 6.690.000Giá trên web điện máy xanh 5.890.000Mua tại đmx thì thanh toán 5.950.000ĐMX không rõ ràng trong bán hàng và tư vấn cho khách hàng. Mọi người mua hàng phải cẩn thận để ý nhe.,,,,,,,
Tivi mình mua sáng thì 1 giá chiều thì 1 giá là sao ạ,,,,,,,
thà qua ngày nó giảm k sao,,,,,,,
ày có vài tiếng đồng hồ lại giảm giá là ntn .,,,,,,,
Xài ổn á,,,,,,,
Mới mua thấy oke đó. Dùng 1 thời gian để đánh giá sau dị.,,,,,,,
Dùng tạm được,,,,,,,
màu không đẹp cho lắm,,,,,,,
4k mà hình ảnh không sắt nét,,,,,,,
Máy giặt tôi mới sử dụng 12 ngày máy bị cạ lòng giặt khi vắt máy rung lắc mạnh gây tiếng ồn rất khó chịu.mong bên hãng xử lý dùm.,,,,,,,
Máy giặt khi vắt phát ra tiếng kêu to,,,,,,,
rung lắc mạnh . Ko hài lòng với sản phẩm này .Yêu cầu đổi máy mới cùng chủng loại .,,,,,,,
Tốt,,,,,,,
Lấy nước kêu rất ồn Giặt xong không tự tắt máy,,,,,,,
cứ kêu tít tít,,,,,,,
sau đó tự khởi động giặt lại đồ tiếp Tiếng rung mạnh và ồn Giặt xong khây đổ nc xã đầy nước lạnh,,,,,,,
làm sau chế nc xã tiếp de giặt lần sau,,,,,,,
fai dùng đồ hút ra Quá bất mãn với đien máy xanh,,,,,,,
sản phẩm tốt,,,,,,,
Máy lúc giặt thì êm nhưng Khi vắt thì rung nhiều và di chuyển khỏi vị trí mặc dù để 800 vòng. Giặt sạch không bị nhàu vải.,,,,,,,
Đã mua 16.1.2022 sau 2 tháng thì hỏng,,,,,,,
máy rung ko êm,,,,,,,
rất rất là thất vọng 1 SP ko hề rẻ mà chất lượng quá tệ. Nếu ai có ý định mua thì nên cân nhắc lại,,,,,,,
Mọi chức năng đều tốt,,,,,,,
duy chỉ có chức năng thêm đồ khi giặt là biểu tượng khoá không tắt để mở cửa an toàn nên vẫn chưa thực hiện được chức năng này,,,,,,,
Máy giặt tốt,,,,,,,
Giặt êm,,,,,,,
hoạt động ổn định,,,,,,,
dễ điều chỉnh,,,,,,,
Ok tốt,,,,,,,
Rất tốt,,,,,,,
Ok,,,,,,,
Dùng hơn 1 năm rồi giờ mới viết đánh giá . Mọi thứ đều ổn đên hiện tại nhưng gia đình nào thay mới hoặc chưa mua thì nên chọn 60 cho phòng 20m,,,,,,,
muốn hình ảnh mượt thì chọn tần số 120Hz nhưng chắc không được áp dụng với đài truyền hình Việt Nam,,,,,,,
Nhân viên lắp đặt rất tệ không nhiệt tình,,,,,,,
"Hình ảnh nét,âm thanh to,rõ,nghe êm tai",,,,,,,
quá chì bắp,,,,,,,
Tốt,,,,,,,
tốt,,,,,,,
Tôi mua tivi này vừa tròn 2 tháng thì bị như này . Chán thật,,,,,,,
Đến thời điểm hiện tại thì rất tốt.. chưa có vấn đề gì,,,,,,,
TV tốt trình chiếu ok sắc nét,,,,,,,
Sp tuyệt vời,,,,,,,
Nhân viên rất nhiệt tình,,,,,,,
Sản phẩm tốt nhưng shop giao thiếu đồ,2,2,2,2,0,2,1
chăm sóc khách hàng quá tệ.,,,,,,,
Sản phẩm rất ưng ý,,,,,,,
"đội ngũ ktv nhiệt tình,chứ đáo giao hàng nhanh",,,,,,,
👍,,,,,,,
Oki,,,,,,,
hân viên rất chu đáo,,,,,,,
hiệt tình,,,,,,,
Rất tốt,,,,,,,
Tuyệt vời,,,,,,,
Rất đáng mua Hiện thị tốt,,,,,,,
chất lượng âm thanh tốt. Đã mua tại Điện Máy Xanh.,,,,,,,
"đây là chiếc tivi đáng mua nhất hiện nay....ngon bổ rẻ ..mùa sắc cực đẹp ,,,am thanh có bass nên nghe hay hơn các tivi khác",,,,,,,
remot rất nhạy và hệ điều hành rất thông minh,,,,,,,
"phản hồi các lệnh ngay tức thì ,,,,hàng của nhật sản xuát thái lan chuản 4k nên quá ok rồi,,,,nên mua nghe các bạn ,,,,lúc mua đang khuyến mãi các thứ nên giá quá tốt luôn ....cực ki hài lồng ,,,,",,,,,,,
Chất lượng rất tệ. Vừa sử dụng đã sọc 1/2 màn hình,,,,,,,
Mới dùng 1 tuần. Cảm thấy ok. Lâu dài còn tuỳ duyên.,,,,,,,
Những ai có ý định mua đồ bên Điện Máy Xanh thì hãy suy nghĩ lại trước khi đến đây mua Dịch vụ chăm sóc bảo hành sản phẩm QUÁ TỆ đùng đẩy trách nhiệm người mua thiệt vô cùng từ đây trở về sau tôi chạy xa chổ Điện Máy Xanh này ratôi sẽ tư vấn cho bạn bè người thân tôi cũng Xa Chổ Này Ra,,,,,,,
Nhân viên tư vấn nhiệt tình kỹ thuật lắp đặt chu đáo có hướng dẫn đầy đủ cách sử dụng,,,,,,,
lúc đầu dùng chưa quen thấy hơi khó dùng 1 tý sau dùng nhiều thấy cũng tiện lợi đơn giả,,,,,,,
Hiển thị sắc nétnhanh.ok trong tầm giá,,,,,,,
Sao màn hình mờ căm vậy,,,,,,,
TV sdung rất tốt mượt siêu nét,,,,,,,
TV toshiba google tốt mọi người nên mua,,,,,,,
Tôi cảm thấy tivi sử dụng rất tốt,,,,,,,
Theo đánh giá sau mấy tháng sử dụng thì màu sắc có vẻ hơi nhạt theo kiểu phong cách xưa thiết kế cũng đơn giản hơn các dòng khác âm thanh lớn to rõ. ok,,,,,,,
xứng đáng đồng tiển bát gạo,,,,,,,
Ủng hộ thương hiệu Toshiba,,,,,,,
Đẹp hài lòng,,,,,,,
Nhà vẫn dùng đồ của Toshiba tốt phết chưa thấy lỗi lầm gì,,,,,,,
đẹp tốt,,,,,,,
Loa lớn kết nối mạng nhanh,,,,,,,
Lần đầu mua cái TV mà ưng như thế sắc nét,,,,,,,
Sao mình không đc 100k mua hàng nhỉ Mình cũng mua trả góp qua Home Credit mà,,,,,,,
Rất tốt ạ..nhưng hôn nhân viên vào lắp không cài đặt kênh truyền hình VTV cho mình giờ mở xem không thấy ..mình mong cho nhân viên vào cài đặt lại cho m sớm nhất ạ,,,,,,,
Ok,,,,,,,
Tốt,,,,,,,
Chưa yên tâm lắm,,,,,,,
TV màu sắc đẹp,,,,,,,
Sao ko vào google được vậy,,,,,,,
Ok quá đẹp,,,,,,,
Không đăng nhập được K+,,,,,,,
Rất ok chỉ chưa biết chia sẻ ảnh từ đt lên tivi,,,,,,,
Rất tốt,,,,,,,
Mới mua nên chưa đánh giá có tốt hay ko đc phải có thời gia,,,,,,,
Ok,,,,,,,
TIVI DÙNG ỔN NHƯNG CÁC GÓI KHUYẾN MÃI K+ KHÔNG XEM ĐƯỢC TRẬN NÀO ĐÂU NHÉ,,,,,,,
FPT,,,,,,,
CLIP CÓ NHƯ KHÔNG XEM CÁC ĐÀI ĐỊA PHƯƠNG THÌ KHUYẾN MÃI LÀM GÌ,,,,,,,
Xài tốt lắm,,,,,,,
Sp ok,,,,,,,
Tốt,,,,,,,
Ok,,,,,,,
Hài lòng với sản phẩm của shop,,,,,,,
Sản phẩm đáp ứng tốt nhu cầu sử dụng,,,,,,,
Ti vi màu sắc tâm đuợc,,,,,,,
Tốt,,,,,,,
Kích hoạt điện tử cho tivi của tôi chưa báo cho tôi biết,,,,,,,
Rât ok,,,,,,,
Ti vi dùng tốt,,,,,,,
sản phẩm rất tệ mua chưa 5 tháng giờ tuột màng hình chờ 3 ngày mới sửa ko hài lòng,,,,,,,
Bữa may mắn mua với giá shock 11.999.999k,,,,,,,
mọi thứ ok,,,,,,,
hân viên 5 sao,,,,,,,
Tốt,,,,,,,
Rất ok,,,,,,,
Dùng tốt,,,,,,,
Tivi chất lượng âm thanh hình ảnh tốt,,,,,,,
Mẫu này giờ thay màn mới bao nhiêu tiền ạ M để trên kệ k may làm đổ vỡ màn hình....,,,,,,,
Màn hình khi nhìn nghiêng sẽ bị nhợt nhạt màu còn khi nhìn chính diện thì màn hình sáng và nét,,,,,,,
còn gói cước xài chỉ được 1 tháng là không xem được vtv 3 nữa,,,,,,,
đáng lẽ phải 1 năm chứ,,,,,,,
mới mua chưa được 1 tháng lỗ hết 200k. vãi đạn thiệt,,,,,,,
tivi giá vừa phải màu đẹp rõ nét,,,,,,,
Hình ảnh đẹp,,,,,,,
âm thanh rõ,,,,,,,
Tivi màn hình đẹp,,,,,,,
rõ nét,,,,,,,
âm thanh hay,,,,,,,
Nhân vien giao hàng là hotboy thân thiệ,,,,,,,
Sau 2 tuần trải nghiệm thì mình thấy Tivi màn hình đẹp âm thanh bật 1520 đã nghe rất to rõ ràng giá thì quá tốt để sở hữu xứng đáng 5 sao nhé,,,,,,,
"Chất lượng tivi xem tốt.,nhưng Hnay bóc tấm dán màn hình ra thì phát hiện có 1 con mát bên trong màn hình,không làm thế nào để xử lý đc đi ,cảm thấy cấn cấn hơi khó chịu. Không biết phải xử lý thế nào bây giờ.",,,,,,,
Giá rẻ mà xem khá được Tuy nhiên khi bật khởi động hơi chậm so với các hãng khác,,,,,,,
Tặng K+ 12 tháng nhưng chỉ là gói mặc định chả đc tích sự gì,,,,,,,
Giá dao động quá nhiều. Mới mua giá 9tr đc 1 tuần thì rớt còn 7tr. Cảm giác như dmx lừa dối khách hàng.,,,,,,,
TV chậm loa rè hãng không có trách nhiệm .,,,,,,,
Tivi chất lượng giá rẻ,,,,,,,
Giao hàng hơi chậm,,,,,,,
điện máy xanh cần có đường dây gọi hay nhắn tin cho biết khách hàng khi nào nhận hàng Còn k thì cho nhân viên điện báo để khỏi ngồi nhà trông giao tivi vì nhà ở nông thô,,,,,,,
k ngay tuyến lộ nhựa Tivi k coi được NETFLIX dù thực hiện mọi cách vì nó k hỗ trợ Hướnh dẫn cài FPT play video của điện máy xạn và thực tế khác xa nhưng cũng làm được,,,,,,,
quản lý bán hàng của hàng phản hồi nhanh chóng,,,,,,,
hiệt tình khi có thắc mắc,,,,,,,
Màn hình đẹp.muot mà Google rất thông minh.bảo gì làm nấy.chi 8 triệu bao hành 2 năm giá này quá ok.,,,,,,,
Nhân viên tư vấn nhiệt tình,,,,,,,
rất hài lòng,,,,,,,
Ok,,,,,,,
Không hỗ trợ được tương phản màn hình cho IOS Airplay 2 như quảng cáo. Đã liên hệ và xử lý rất chậm.,,,,,,,
Hình ảnh đẹp âm thanh Al sound kết hợp loa giả lập xem phim tuyệt vời mua lúc khuyến mãi hơn 13 củ 1 tí rất ok,,,,,,,
Hỗ trợ lắp tối theo ý mình 21h,,,,,,,
lắp đặt độ cao theo ý mình khoảng 1m1. Sau khi lắp lên thấy cao quá so với chiều cao của ghế sofa,,,,,,,
tuy nhiên mình không yêu cầu chỉnh sửa ngay do đã tối không muốn khoan tường thêm làm ồn.Rắc rối ở chỗ giờ kêu hạ xuống có trả phí thì bên này đùn đẩy bên kia dù ngay từ đầu nói chấp nhận có phí di dời và rất vui lòng trả khoản đó và không hề có 1 lời phàn nàn. Đến hiện tại đã có 4 người gọi ở các phòng khác nhau,,,,,,,
kèm chục cuộc gọi nhỡ,,,,,,,
chỉ để nói cái này không phải bảo hành,,,,,,,
sẽ tính phí các thể loại... nhưng rốt cuộc không ai xuống xử lý. Trả tiền xong rồi mà dịch vụ sau bán hàng tệ như vậy thì nên cân nhắc trước khi mua.,,,,,,,
Sản phẩm tốt,,,,,,,
sắc nét,,,,,,,
hình ảnh đẹp,,,,,,,
sản phẩm tốt,,,,,,,
hài lòng,,,,,,,
5 sao,,,,,,,
hài lòng về sản phẩm,,,,,,,
sản phẩm tốt,,,,,,,
màn hình sắc nét,,,,,,,
đẹp,,,,,,,
bình thường,,,,,,,
Tivi xem tốt,,,,,,,
hình ảnh rõ nét,,,,,,,
chân thực,,,,,,,
màn hình cũng được sắc nét,,,,,,,
đẹp,,,,,,,
sản phẩm tốt,,,,,,,
Tivi dùng tốt,,,,,,,
hình ảnh tivi tạm được,,,,,,,
tốt hơn sumsung,,,,,,,
sản phẩm tốt,,,,,,,
màn hình đẹp,,,,,,,
sắc nét,,,,,,,
Tivi dùng tốt,,,,,,,
màu sắc và hình ảnh ổ,,,,,,,
hình ảnh âm thanh tốt,,,,,,,
v tốt,,,,,,,
sản phẩm tốt,,,,,,,
sản phẩm tốt,,,,,,,
dùng màn hình sắc nét,,,,,,,
đẹp,,,,,,,
sản phẩm tốt,,,,,,,
màn hình sắc nét,,,,,,,
cũng được,,,,,,,
Tivi dùng tốt,,,,,,,
màu sắc đẹp,,,,,,,
hình ảnh rõ nét,,,,,,,
Tivi dùng tốt,,,,,,,
hình ảnh và màu sắc ok,,,,,,,
sản phẩm tốt,,,,,,,
màn hình sắc nét,,,,,,,
đẹp,,,,,,,
Tốt,,,,,,,
chất lượng,,,,,,,
Sản phẩm tốt,,,,,,,
hài lòng,,,,,,,
mua 3 sản phẩm của LG rồi,,,,,,,
Ti vi rất là tốt,,,,,,,
Màu sắc đẹp,,,,,,,
Tốt ạ,,,,,,,
Màu rõ nét âm loa tốt,,,,,,,
Sp tốt so với giá,,,,,,,
Chất lượng hình ảnh rõ nét,,,,,,,
màu sắc ổn định âm thanh ấm máy không nóng,,,,,,,
DMX cho tôi hỏi,,,,,,,
màn hình vầy thì có vấn đề hay là bình thường nó là vậy.xin cảm ơn.,,,,,,,
Đẹp,,,,,,,
chất lượng tốt,,,,,,,
Ok,,,,,,,
Mình thấy ngồi cách TV 2m thì thấy nét khởi động nhanh dễ dùng có nhiều chế độ hình ảnh và âm thanh thích hợp cho nhiều mục đích,,,,,,,
Hình ảnh màu sắc tivi rõ và đẹp các ứng dụng dễ sài rất hài lòng về sp này,,,,,,,
Hình ảnh đẹp. Còn độ bền xài thời gian trả lời,,,,,,,
Khâu nhận diện giọng nói chưa đc ổn cho lắm Còn mọi thứ ôk,,,,,,,
Chức năng tốt,,,,,,,
Sản phẩm được đánh giá tốt,,,,,,,
Loa chưa đc hay lắm. Điều khiển như chuột máy tính khá hay Nhận diện bằng giọng nói chưa chuẩn lắm,,,,,,,
Hệ điều hành webos chạy hoi chậm.,,,,,,,
Hiện tại chưa có vấn đề gì vì mơi sử dụng,,,,,,,
Tốt,,,,,,,
Sản phẩm bình thường,,,,,,,
Thanks,,,,,,,
Sản phẩm tốt.,,,,,,,
Hiên tai vân binh thương nhe,,,,,,,
Hình ảnh đôi khi không được sắc nét lắm.khổng biết lý do tại mạng wf ở nhà hay đường truyền mạng không ổn định nữa.nói chung sony vẫn tốt,,,,,,,
Nói chung rất ok,,,,,,,
Mới mua mình thấy ổ,,,,,,,
Nhân viên tư vấn rất dễ thương và nhiệt tình. Sẽ tiếp tục ủng hộ ĐMX,,,,,,,
Hài lòng,,,,,,,
Hình ảnh ko đc rõ nét,,,,,,,
hay bị lỗi kết nối vs mạng wifi. Nhận biết bằng giọng nói còn hạn chế.,,,,,,,
Rất ok,,,,,,,
Tot,,,,,,,
Ok,,,,,,,
Tốt mọi thứ ổn định,,,,,,,
Tivi dùng tốt,,,,,,,
đẹp,,,,,,,
👍,,,,,,,
Nhà nhỏ ko nên mua,,,,,,,
Tivi sử dụng tốt đáng mua,,,,,,,
Mang hình đẹp,,,,,,,
Rất tốt,,,,,,,
màn ảnh lớn xem rất thích,,,,,,,
lại mua được giá khuyến mãi,,,,,,,
Tốt,,,,,,,
xem rât nét,,,,,,,
Ok,,,,,,,
Sản phẩm tốt. Phục vụ nhiệt tình,,,,,,,
0k,,,,,,,
sp ok,,,,,,,
Sản phẩm dùng tốt,,,,,,,
chỉ có phần mềm nhận giọng nói nhạy quá nên hay bị nhảy sang chương trình khác.,,,,,,,
Sản phẩm dùng tốt,,,,,,,
tất cả đều oke,,,,,,,
Sản phẩm dùng cũng tốt nhưng tôi chưa kết nối bluetooth được,,,,,,,
Tốt,,,,,,,
"Chạy ứng dụng nhanh,hình ảnh đẹp,tuy không đẹp bằng sam sung,nhưng mình vẫn chọn LG vì sam sung hay bị lỗi màn hình",,,,,,,
san pham ok nhan vien ban hàng tu van nhiệt tình,,,,,,,
Ok,,,,,,,
Đừng 4 năm rồi vẫn ổ,,,,,,,
va đập hơn 20 lần nhưng mặt kính vẫn không bể. Có điều dung lượng + RAM gọi là ít quá nên luôn bị đầy.,,,,,,,
Sau khi sử dụng hết bảo hành hơn một năm thì bị loạn cảm ứng. Tôi bị 2 cái luôn 1 cái j4 plus hết bảo lành bị loạn cảm ứng. 1 cái A10s bị loạn cảm ứng hên còn bảo hành thì đã được bảo hành.,,,,,,,
Ok. Ổn. Tốt,,,,,,,
Hình ảnh rất ổ,,,,,,,
chất lượng âm thanh chưa thực sự xuất sắc,,,,,,,
loa chỉ 2.1,,,,,,,
Màn hình sắc nét,,,,,,,
ổi khối,,,,,,,
màu đen sâu,,,,,,,
sặc sỡ,,,,,,,
âm thanh hay,,,,,,,
rất tuyệt vời.,,,,,,,
Tốt,,,,,,,
Rất tốt nha Mở yotube rất mượt nhanh.,,,,,,,
"Ổn trong tầm giá,",,,,,,,
Tốt nhất,,,,,,,
Mình mới mua,,,,,,,
cho mình hỏi có cách nào xuất âm thanh song song vừa loa tv,,,,,,,
vừa ra 3.5 được không,,,,,,,
hoặc tùy chọn trên tivi cũng được,,,,,,,
mình gắn cổng 3.5 mặc định loa tivi mất tiếng,,,,,,,
và không chỉnh được trong cài đặt.,,,,,,,
hàng xài ok lắm ak,,,,,,,
Good,,,,,,,
